poi_geohash6,poi_id,poi_name,poi_latitude,poi_longitude,poi_house,poi_street,poi_country_name,poi_city_name,poi_category_l1,poi_category_l2,poi_category_l3,poi_postcode,poi_l1,poi_l2,poi_l3,poi_l4
w3gv6g,IT.1KKC8H41MH5QT,"{""en"":""Yen Thanh Nest Farm"",""vi"":""Trại Nuôi Yến Yến Thành""}",10.78426694,106.646073,175,"{""en"":""Đường Ni Sư Huỳnh LIên""}",Vietnam,Ho Chi Minh,general merchandise,home tools,gardening,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1MFE0J99OI93H,"{""en"":""16A Phu Hoa St."",""vi"":""16A Phú Hòa""}",10.78498705480115,106.65159807918155,16A,"{""en"":""Phú Hoà"",""vi"":""Phú Hoà""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.1PRJMFCTGMPXC,"{""en"":""911/45 Lac Long Quan St."",""vi"":""911/45 Lạc Long Quân""}",10.78557947,106.6497884,911/45,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1RY28A8B0TGU3,"{""en"":""Nhu Thuy Clothing Shop"",""vi"":""Cửa Hàng Quần Áo Như Thùy""}",10.78498989252084,106.6503792105409,15,"{""en"":""Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1WW2UTSK8A51Z,"{""en"":""213/48 Hong Lac St."",""vi"":""213/48 Hồng Lạc""}",10.78703144,106.6465976,213/48,"{""en"":""Đường Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1Z54WY4S9BN6D,"{""en"":""Duc Hien Clothing Shop"",""vi"":""Cửa Hàng Quần Áo Đức Hiền""}",10.788063494003453,106.65245560030013,8,"{""en"":""Tân Lập"",""vi"":""Tân Lập""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.1ZOKR4CMBA136,"{""en"":""18/28 Bui The My St."",""vi"":""18/28 Bùi Thế Mỹ""}",10.784576836510254,106.64883802428767,18/28,"{""en"":""Đường Bùi Thế Mỹ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.24NWY9TAVXIOI,"{""en"":""66/1 Phan Sao Nam St."",""vi"":""66/1 Phan Sào Nam""}",10.7884449,106.6450259,66/1,"{""en"":""Phan Sào Nam"",""vi"":""Phan Sào Nam""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2CQXC85BBVMEV,"{""en"":""73/2/21 Ni Su Huynh Lien St."",""vi"":""73/2/21 Ni Sư Huỳnh Liên""}",10.78311941,106.6482487,73/2/21,"{""en"":""Ni Sư Huỳnh LIêu""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2GK57Z8JJ37UN,"{""en"":""SADOGA - 1242 Lac Long Quan"",""vi"":""SADOGA - 1242 Lạc Long Quân""}",10.78812249,106.6517463,1242,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,general merchandise,shopping,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.2J1GQF8HTMJ4J,"{""en"":""Nih Stor Wh Stor"",""vi"":""Cửa Hàng Nih Stor Wh""}",10.787563,106.645339,273,"{""en"":""Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,essentials,grocery essential,convenience,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2LTP27DUK58K5,"{""en"":""16/26 Au Co St."",""vi"":""16/26 Âu Cơ""}",10.78400953,106.6442918,16/26,"{""en"":""Âu Cơ"",""vi"":""Âu Cơ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2M9UJIAL03CY3,"{""en"":""Kieu Linh Fashion Shop"",""vi"":""Cửa Hàng Thời Trang Kiều Linh""}",10.787098,106.6521701,50,"{""en"":""Tân Lập"",""vi"":""Tân Lập""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.2NNJFW7AY5UG8,"{""en"":""911/15 Lac Long Quan St."",""vi"":""911/15 Lạc Long Quân""}",10.78548622,106.6504794,911/15,"{""en"":""Lac Long Quan""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2TY151PAC0EVB,"{""en"":""213/22 Hong Lac St."",""vi"":""213/22 Hồng Lạc""}",10.78729022,106.6462733,213/22,"{""en"":""Huynh Lien St"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2VWUNPYLXODFF,"{""vi"":""Công Ty Trách Nhiệm Hữu Hạn Th Hải Đăng""}",10.78857138,106.6522566,Số 3,"{""en"":""Trần Xuân""}",Vietnam,Ho Chi Minh,industrial,company type,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.2YNQBTLDCP8AQ,"{""en"":""20 D3B St. - Tan Phuoc Quarter"",""vi"":""20 Đường D3B - KP.Tân Phước""}",10.94233219,106.7511336,20,"{""en"":""Đường D3b"",""vi"":""Đường D3b""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,
w3gv6g,IT.352HOK0ZNSCLG,"{""en"":""Tuan Thong Mechanical & Electrical Store"",""vi"":""Cửa Hàng Điện Nước Tuấn Thông""}",10.787506145265098,106.64514221040429,279,"{""en"":""Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,general merchandise,electronics,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.36AH4EWCUVD07,"{""en"":""65 Dang Minh Tru St."",""vi"":""65 Đặng Minh Trứ""}",10.78581231,106.6475873,65,"{""en"":""Dang Minh Tru St.""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.37YBT8PLV14NM,"{""en"":""15/9/2 Bui The My St."",""vi"":""15/9/2 Bùi Thế Mỹ""}",10.784074597101267,106.64807402331331,15/9/2,"{""en"":""Đường Bùi Thế Mỹ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.39I6I4MLA93FU,"{""en"":""43/35 Dong Ho St."",""vi"":""43/35 Đông Hồ""}",10.78330295,106.6513959,43/35,"{""en"":""Đông Hồ"",""vi"":""Đông Hồ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.3AFF4ES3PQM4R,"{""en"":""Hoang Phat Real Estate"",""vi"":""Nhà Đất Hoàng Phát""}",10.938985024895743,106.7515324257613,30,"{""en"":""Đường N3"",""vi"":""Đường N3""}",Vietnam,Ho Chi Minh,professional services,real estate services,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,KP.Tân Phước
w3gv6g,IT.3BDCX4POZXM6U,"{""en"":""Dan Tu Fabric Store"",""vi"":""Cửa Hàng Vải Dân Tú""}",10.78628088,106.6518629,KA 26,"{""en"":""Lê Minh Xuân"",""vi"":""Lê Minh Xuân""}",Vietnam,Ho Chi Minh,general merchandise,fashion,fabric stores,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.3K311ZD1KBNPY,"{""en"":""33 Le Minh Xuan St."",""vi"":""33 Lê Minh Xuân""}",10.7871675,106.6549686,33,"{""en"":""Lê Minh Xuân"",""vi"":""Lê Minh Xuân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Son Nhat Ward,,
w3gv6g,IT.3L0T9BJME1YZC,"{""en"":""3-5 Long Hung St."",""vi"":""3-5 Long Hưng""}",10.7853,106.655,3-5,"{""en"":""Long Hung St."",""vi"":""Long Hưng""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Son Nhat Ward,,
w3gv6g,IT.00805UIJYKJNA,"{""en"":""1/26/5 Hong Lac St."",""vi"":""1/26/5 Hồng Lạc""}",10.78461583,106.6502153,1/26/5,"{""en"":""Hong Lac""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.06KBELN7IMCTL,"{""en"":""49/8/1/14A Hong Lac St."",""vi"":""49/8/1/14A Hồng Lạc""}",10.78477412,106.6491815,49/8/1/14A,"{""en"":""Hong Lac""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.06Q7QO9MWPZOS,"{""en"":""985/88 Lac Long Quan St."",""vi"":""985/88 Lạc Long Quân""}",10.786804419625454,106.64917773244673,985/88,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.08YCYKJV0ACBW,"{""en"":""185/36/24 Ni Su Huynh Lien St."",""vi"":""185/36/24 Ni Sư Huỳnh Liên""}",10.78357176,106.644675,185/36/24,"{""en"":""Ni Sư Huỳnh Liên"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0C6HP7N52C5LJ,"{""en"":""73 Phan Sao Nam St."",""vi"":""73 Phan Sào Nam""}",10.78819558,106.6451987,73,"{""en"":""Phan Sào Nam"",""vi"":""Phan Sào Nam""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0DPY0XNOYBRGW,"{""en"":""Minh Dat Fashion Shop"",""vi"":""Cửa Hàng Thời Trang Minh Đạt""}",10.78703796,106.6523059,33,"{""en"":""Tan Tho St.""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.0IP7KVTEAC8IG,"{""en"":""28 Tan Tho St."",""vi"":""28 Tân Thọ""}",10.78711549,106.6524096,28,"{""en"":""Tân Thọ"",""vi"":""Tân Thọ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.0KTEJQODYPVXD,"{""en"":""49/8/1/14C Hong Lac St."",""vi"":""49/8/1/14C Hồng Lạc""}",10.78476334,106.6491226,49/8/1/14C,"{""en"":""Hong Lac St""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0MK8NVXDJTWYV,"{""en"":""93/9 Phu Hoa St."",""vi"":""93/9 Phú Hoà""}",10.78472318,106.6514771,93/9,"{""en"":""Phú Hòa"",""vi"":""Phú Hòa""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.0N3QU1R3STSPJ,"{""en"":""Quang Tho Electromechanical Store"",""vi"":""Cửa Hàng Điện Cơ Quang Thọ""}",10.78799802,106.6516701,1039,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,general merchandise,home furnishing,appliances,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0YI0V2V12L5N5,"{""en"":""3 Tan Tao St."",""vi"":"" 3 Tân Tạo""}",10.78826497093003,106.65285461541765,3,"{""en"":""Tân Tạo"",""vi"":""Tân Tạo""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.1DLXK9SOB0U6S,"{""en"":""73/4 Dang Minh Tru St."",""vi"":""73/4 Đặng Minh Trứ""}",10.78603682,106.6480394,73/4,"{""en"":""Dang Minh Tru St.""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1DOAB6X3J2906,"{""en"":""52A Ni Su Huynh Lien St."",""vi"":""52A Ni Sư Huỳnh Liên""}",10.78318571836978,106.6492422711674,52A,"{""en"":""Ni Sư Huỳnh Liên"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1FTC85RXP8HRL,"{""en"":""Bao Thi Clothing Shop"",""vi"":""Shop Quần Áo Bảo Thi""}",10.78818492,106.6525733,57,"{""en"":""Tan Tao St.""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.2102F87AJ5IL4,"{""en"":""4 Long Hung St."",""vi"":""4 Long Hưng""}",10.785232630332203,106.655004838622,4,"{""en"":""Long Hưng"",""vi"":""Long Hưng""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Son Nhat Ward,,
w3gyjp,IT.221PO5X2ZLFA3,"{""en"":""22 Street N5 - Tan Binh Urban Development Residence"",""vi"":""22 Đường N5 - KDC Phát Triển Đô Thị Tân Bình""}",10.938657954484754,106.75074939084442,22,"{""en"":""Đường N5, KDC Phát Triển Đô Thị Tân Bình"",""vi"":""Đường N5, KDC Phát Triển Đô Thị Tân Bình""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,
w3gv6g,IT.260A4EG8SI8EH,"{""en"":""156 Hong Lac St."",""vi"":""156 Hồng Lạc""}",10.78691202,106.6480402,156,"{""en"":""Hong Lac""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.299BS95TIIWFY,"{""en"":""951 Lac Long Quan St."",""vi"":""951 Lạc Long Quân""}",10.78625,106.6512,951,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2F1TRU3391KLJ,"{""en"":""Minh Thanh Fashion Clothing"",""vi"":""Quần Áo Thời Trang Minh Thành""}",10.78638401065676,106.65037026498555,947/16,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2H9QGS82FQ9ZS,"{""en"":""30 Thai Thi Nhan St."",""vi"":""30 Thái Thị Nhạn""}",10.7846215,106.6449512,30,"{""en"":""Thái Thị Nhạn"",""vi"":""Thái Thị Nhạn""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gyjp,IT.2LX001LQ1YFUK,"{""en"":""51 Street N1 - Tan Phuoc Quarter"",""vi"":""51 Đường N1 - KP.Tân Phước""}",10.940036935347436,106.75093276342818,51,"{""en"":""Đường N1"",""vi"":""Đường N1""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,KP. Tân Phước
w3gv6g,IT.32I6MUMTGS29O,"{""en"":""15/35 Bui The My St."",""vi"":""15/35 Bùi Thế Mỹ""}",10.78417408,106.6475396,15/35,"{""en"":""Bui The My St.""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.35OREWP4SKMGG,"{""en"":""Gas40.com - 21A Bui The My"",""vi"":""Gas40.com -21A Bùi Thế Mỹ""}",10.784610074503462,106.64836825067061,21A,"{""en"":""Bùi Thế Mỹ"",""vi"":""Bùi Thế Mỹ""}",Vietnam,Ho Chi Minh,auto,service stations,gas stations,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3C86TVO9XM55O,"{""en"":""Hamet Production Trading Co.,LTD"",""vi"":""Công Ty TNHH SX TM Hamet""}",10.784340761277278,106.64753675833083,21/33,"{""en"":""Bùi Thế Mỹ"",""vi"":""Bùi Thế Mỹ""}",Vietnam,Ho Chi Minh,industrial,company type,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3IR5ZZ3ZJGOZM,"{""en"":""32 Le Minh Xuan St."",""vi"":""32 Lê Minh Xuân""}",10.786492655246974,106.65194189600345,32,"{""en"":""Lê Minh Xuân"",""vi"":""Lê Minh Xuân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.3T7T8B1U4VAGO,"{""en"":""21/2C Hong Lac St."",""vi"":""21/2C Hồng Lạc""}",10.78502201,106.6499626,21/2C,"{""en"":""Hong Lac""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.00BAW47BA7ZTF,"{""en"":""Ngoc Duc Trading Private Company"",""vi"":""DNTN TM Ngọc Đức""}",10.78692821,106.6535373,494,"{""en"":""Lý Thường Kiệt"",""vi"":""Lý Thường Kiệt""}",Vietnam,Ho Chi Minh,industrial,company type,,70000,Ho Chi Minh City,Tan Son Nhat Ward,,
w3gv6g,IT.02JFH4FXTRVN6,"{""en"":""24 Tan Xuan St."",""vi"":""24 Tân Xuân""}",10.78801,106.6525,24,"{""en"":""Tân Xuân"",""vi"":""Tân Xuân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.03TXYHFFZQ6Y8,"{""en"":""Trà sữa Laxy - Lô A001 chung cư Bàu Cát 2""}",10.784869708388527,106.64498139846995,Lô A001,{},Vietnam,Ho Chi Minh,food and beverage,chinese,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.04N3UUQCYHX8F,"{""en"":""Van Tu Fabric Shop"",""vi"":""Cửa Hàng Vải Văn Tư""}",10.78440251,106.6523087,19,"{""en"":""Tân Tiến"",""vi"":""Tân Tiến""}",Vietnam,Ho Chi Minh,general merchandise,fashion,fabric stores,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.0592GV3OPUWF9,"{""en"":""Chill Sky Film Studio"",""vi"":""Phim Trường Chill Sky""}",10.786543737140903,106.64504673096121,266,"{""en"":""Ni Sư Huỳnh Liên"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,general merchandise,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0681L0WXWOSIW,"{""en"":""865 Lac Long Quan St."",""vi"":""865 Lạc Long Quân""}",10.784671,106.6509,865,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0C4JUMP5QAD32,"{""en"":""Hoang Nguyen Fabric Store"",""vi"":""Cửa Hàng Vải Hoàng Nguyên""}",10.785085586019093,106.65187210342793,2,"{""en"":""Phú Hoà"",""vi"":""Phú Hoà""}",Vietnam,Ho Chi Minh,general merchandise,fashion,fabric stores,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.0KZEVWO8GMLN6,"{""en"":""192/27B Hong Lac St."",""vi"":""192/27B Hồng Lạc""}",10.787707,106.6475262,192/27B,"{""en"":""Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0NFQ7B9GYAUWP,"{""en"":""73/2/1 Ni Su Huynh Lien St."",""vi"":""73/2/1 Ni Sư Huỳnh Liên""}",10.78321249,106.6486148,73/2/1,"{""en"":""Vườn Lan"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0RZCQ7UQXR839,"{""en"":""1206/1/14 Lac Long Quan St."",""vi"":""1206/1/14 Lạc Long Quân""}",10.78782202,106.6520249,1206/1/14,"{""en"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.0U3YEGIR2WAL5,"{""en"":""Dat Phong Gas Welding Precision Machining Workshop"",""vi"":""Cơ Sở Tiện Đạt Phong""}",10.78404143471154,106.64517357672639,185/24,"{""en"":""Ni Sư Huỳnh Liên"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,industrial,company type,manufacturing,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0X91MIUHEUWWK,"{""en"":""Chien Phuong Garment Accessories Business"",""vi"":""Kinh Doanh Phụ Liệu May Mặc Chiến Phương""}",10.785533131156186,106.65344049474669,,"{""en"":""Phú Hoà"",""vi"":""Phú Hoà""}",Vietnam,Ho Chi Minh,general merchandise,fashion,bespoke,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.14EKK5W22BAP6,"{""en"":""2K Pham Phu Thu St."",""vi"":""2K Phạm Phú Thứ""}",10.788556302507033,106.65061328150563,2K,"{""en"":""Phạm Phú Thứ"",""vi"":""Phạm Phú Thứ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1AGR6FKBEQEQ5,"{""en"":""2/5 Ni Su Huynh Lien St."",""vi"":""2/5 Ni Sư Huỳnh Liên""}",10.78483068,106.6461012,2/5,"{""en"":""Ni Su Huynh Lien St""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gyjp,IT.1BGPZ0T7UDGBO,"{""en"":""34/A14 Quarter 3"",""vi"":""34/A14 KP.3""}",10.93816748,106.7497132,34/A14,"{""en"":""Kp.3""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,An Phu Ward,,KP. 3
w3gyjp,IT.1ECWHO2IFK2CD,"{""en"":""Dinh Trong Motorbike Repair Shop"",""vi"":""Sửa xe Đình Trọng""}",10.940872397130605,106.74863000276042,07,"{""en"":""An Phú""}",Vietnam,Ho Chi Minh,auto,auto repair,motorcycle repair,75000,Ho Chi Minh City,An Phu Ward,,KP. 1A
w3gv6g,IT.1EWYALY5QAOZC,"{""en"":""947/54 Lac Long Quan St."",""vi"":""947/54 Lạc Long Quân""}",10.78658978,106.6495821,947/54,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1GQS2EFMU4150,"{""en"":""90/11 Hong Lac St."",""vi"":""90/11 Hồng Lạc""}",10.78631697,106.6493095,90/11,"{""en"":""Đường Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1H2LY406EV4XT,"{""en"":""50 Tan Xuan St."",""vi"":""50 Tân Xuân""}",10.78743,106.6527,50,"{""en"":""Tân Xuân"",""vi"":""Tân Xuân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.1S08VSDTUJ6FB,"{""en"":""34A/AA9 Street X2"",""vi"":""34A/AA9 Đường X2""}",10.938718235177816,106.74618344295624,34A/AA9,"{""en"":""Đường X2"",""vi"":""Đường X2""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,An Phu Ward,,KP.3
w3gv6g,IT.26J72GA0UEW22,"{""en"":""58/2 Bui The My St."",""vi"":""58/2 Bùi Thế Mỹ""}",10.78522682,106.6484845,58/2,"{""en"":""Bùi Thế Mỹ"",""vi"":""Bùi Thế Mỹ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
